phase (degrees), delay (ns), EO Modulated (V), Un Modulatoed/Reference (V)
576.638, 0.021811965811966965, 0.17074286525270768, 0.17120000813156366
576.638, 0.021811965811966965, 0.16982857949499572, 0.16960000805556774
576.638, 0.021811965811966965, 0.17062857953299368, 0.17154286529070564
576.638, 0.021811965811966965, 0.1685714365781418, 0.17108572241184966
576.66, 0.022564102564101476, 0.16902857945699776, 0.1723428653287036
576.66, 0.022564102564101476, 0.17120000813156366, 0.17085715097242168
576.66, 0.022564102564101476, 0.17268572248784558, 0.16742857938100184
576.66, 0.022564102564101476, 0.16948572233585374, 0.17074286525270768
576.66, 0.022564102564101476, 0.17302857964698756, 0.17108572241184966
576.682, 0.023316239316239877, 0.16720000794157386, 0.17200000816956162
576.682, 0.023316239316239877, 0.16971429377528174, 0.17268572248784558
576.682, 0.023316239316239877, 0.16731429366128786, 0.17074286525270768
576.682, 0.023316239316239877, 0.1685714365781418, 0.17348572252584354
576.682, 0.023316239316239877, 0.16891429373728378, 0.1704000080935657
576.704, 0.024068376068374392, 0.16914286517671176, 0.17394286540469953
576.704, 0.024068376068374392, 0.1685714365781418, 0.17154286529070564
576.704, 0.024068376068374392, 0.16914286517671176, 0.17268572248784558
576.704, 0.024068376068374392, 0.16971429377528174, 0.17268572248784558
576.704, 0.024068376068374392, 0.16880000801756978, 0.17131429385127767
576.726, 0.024820512820512793, 0.16880000801756978, 0.17120000813156366
576.726, 0.024820512820512793, 0.17200000816956162, 0.17131429385127767
576.726, 0.024820512820512793, 0.17211429388927563, 0.1723428653287036
576.726, 0.024820512820512793, 0.1702857223738517, 0.17142857957099164
576.726, 0.024820512820512793, 0.17188572244984762, 0.17268572248784558
576.748, 0.025572649572651193, 0.16960000805556774, 0.17611429407926543
576.748, 0.025572649572651193, 0.17005715093442372, 0.1704000080935657
576.748, 0.025572649572651193, 0.17302857964698756, 0.17120000813156366
576.748, 0.025572649572651193, 0.1722285796089896, 0.17211429388927563
576.748, 0.025572649572651193, 0.1723428653287036, 0.17371429396527155
576.77, 0.026324786324785705, 0.1745142940032695, 0.17108572241184966
576.77, 0.026324786324785705, 0.16902857945699776, 0.17268572248784558
576.77, 0.026324786324785705, 0.17348572252584354, 0.1744000082835555
576.77, 0.026324786324785705, 0.1723428653287036, 0.17382857968498552
576.77, 0.026324786324785705, 0.17165715101041965, 0.17085715097242168
576.792, 0.027076923076924105, 0.1763428655186934, 0.1745142940032695
576.792, 0.027076923076924105, 0.1742857225638415, 0.17314286536670156
576.792, 0.027076923076924105, 0.17177143673013365, 0.17108572241184966
576.792, 0.027076923076924105, 0.17531429404126747, 0.17348572252584354
576.792, 0.027076923076924105, 0.17371429396527155, 0.17417143684412753
576.814, 0.02782905982905862, 0.1744000082835555, 0.17360000824555755
576.814, 0.02782905982905862, 0.17565715120040945, 0.17188572244984762
576.814, 0.02782905982905862, 0.17508572260183947, 0.17200000816956162
576.814, 0.02782905982905862, 0.17600000835955143, 0.1725714367681316
576.814, 0.02782905982905862, 0.17531429404126747, 0.17382857968498552
576.836, 0.02858119658119702, 0.17542857976098145, 0.17131429385127767
576.836, 0.02858119658119702, 0.17554286548069545, 0.17531429404126747
576.836, 0.02858119658119702, 0.1744000082835555, 0.17085715097242168
576.836, 0.02858119658119702, 0.17371429396527155, 0.17177143673013365
576.836, 0.02858119658119702, 0.17417143684412753, 0.17337143680612957
576.858, 0.029333333333331532, 0.17520000832155347, 0.17074286525270768
576.858, 0.029333333333331532, 0.1722285796089896, 0.17154286529070564
576.858, 0.029333333333331532, 0.17600000835955143, 0.1749714368821255
576.858, 0.029333333333331532, 0.17760000843554735, 0.17382857968498552
576.858, 0.029333333333331532, 0.17405715112441353, 0.17200000816956162
576.88, 0.030085470085469933, 0.17314286536670156, 0.17074286525270768
576.88, 0.030085470085469933, 0.1742857225638415, 0.16902857945699776
576.88, 0.030085470085469933, 0.1748571511624115, 0.17302857964698756
576.88, 0.030085470085469933, 0.1745142940032695, 0.17520000832155347
576.88, 0.030085470085469933, 0.1765714369581214, 0.1724571510484176
576.902, 0.030837606837608333, 0.17005715093442372, 0.17188572244984762
576.902, 0.030837606837608333, 0.1725714367681316, 0.1709714366921357
576.902, 0.030837606837608333, 0.17588572263983743, 0.17360000824555755
576.902, 0.030837606837608333, 0.17120000813156366, 0.17302857964698756
576.902, 0.030837606837608333, 0.17360000824555755, 0.17360000824555755
576.924, 0.03158974358974285, 0.1685714365781418, 0.17302857964698756
576.924, 0.03158974358974285, 0.16742857938100184, 0.17085715097242168
576.924, 0.03158974358974285, 0.1705142938132797, 0.17371429396527155
576.924, 0.03158974358974285, 0.16971429377528174, 0.17177143673013365
576.924, 0.03158974358974285, 0.16708572222185986, 0.1705142938132797
576.946, 0.03234188034188125, 0.16868572229785578, 0.17508572260183947
